host,method,path,requests_times_production
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/task/invitation/657311411/1969/shop/goods/discount/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084030795902955520,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082304617772740608,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2151143087545798541294/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084420105173020672,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/1969/drop-out,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/032222594714570972762/food_ready_to_complete,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/6243283a9b78d6d3dffd2f7e4d6e99ee,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082642773621600256,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/9ee3f4c1a7e7863c544d0715dfb987df,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/3a5ea2759e14e0717ef6724590a6785e,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/18560,1
pos-fr.hungrypanda.co,GET,/api/pos/v1/open/order/0333362787547788091790/info,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1081984957758963712,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/495725298744771965895/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8042113177049755501245/info,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/5771832aababb3f16a16246bbfa0a98d,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2450225007645774981485/accept,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/551818596/task/todo,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/886718811/visit/page,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/065815139764376102651/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243313/items,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082713137146888192,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082707079478374400,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/894729805724670428666/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/465860941784975906872/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083405865037410304,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083415803080028160,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082752352116273152,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/745722308764778981694/accept,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/60053/detail,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084030333277798400,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243016/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083400417158987776,1
pos-fr.hungrypanda.co,GET,/api/pos/v2/open/item/detail/02faa4d8744549fba53915a9a87ec2ad/528034,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/431242334764775757275/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084408139291656192,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083404781885947904,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2754652517043730761260/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083405322382553088,1
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/3632,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237388/items,1
fr-gateway.hungrypanda.co,POST,/api/deliveryAdmin/sysConfig/list,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1416419527449738732622/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083398543483699200,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7054254527646775321471/food_ready_to_complete,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082034286448214016,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/menu/items_extra/433309/status,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084396288059211776,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083394229822390272,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/f9fc72112eb2869c71755c76b052a65d,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/59558/detail,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/59711/detail,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082347955111460864,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/924968600764475118109/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5675046707545722451608/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244208/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/075660614774870275509/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082016517327081472,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/607101611704974643489/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5915383257343750581690/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/4927484557649790023371/info,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/157934fdbc28e533f47e535e76076a29,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240584/items,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/1095446337441795531781/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/1593496467049725682775/accept,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/72370c5711e897d5911e52ae8ba2436b,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/298124502,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083700699803496448,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236550/items,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/3748616d3567f9a2c74bc60554a438ba,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/805931dc7b2c5e7d7c3b6e4f2e277da2,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084539719758741504,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/20785,1
uk-gateway.hungrypanda.co,POST,/api/pos/v1/open/order/3964151037842710331561/accept,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/2e9033abb7b9533ea7fcada1de19deb9,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/1b4f914a151cc987790123bd33c14800,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084207799610998784,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/944061564774475449847/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/30391/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244668/items,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/private-shop/9768/detail,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/private-shop/9770/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084526599136968704,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/20068/basic,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/36688265/task/todo,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/193643111/visit/page,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083301337017430016,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/9004fdfe429496967656eab240ebc704,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244805/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/79912efd22842a634c44ed21a358db8a,1
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/1443/visit/page,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/private-shop/9780/detail,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240607/items,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/286435583734172732112/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/852630783754476915171/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082358024915120128,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082348169450409984,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082344878062620672,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084384757319544832,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/9075531967140734271897/phone_number,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244722/items,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/783339949/basic,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7079550737043739652158/food_ready_to_complete,1
uk-gateway.hungrypanda.co,OPTIONS,/api/deliveryAdmin/inviteActivity/configList,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/18763,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/8279572077449700472277/food_ready_to_complete,1
uk-gateway.hungrypanda.co,GET,/api/bdm/shop/visit/60160/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084346229718069248,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7049600487142711791900/accept,1
fr-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/4066,1
uk-gateway.hungrypanda.co,OPTIONS,/api/deliveryAdmin/recruitmentChannel/list,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/0076502167341715861507/info,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/558961842,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/1878,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/f5882a11de98a78b1cd8cb557a68de9b,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/886718811/task/todo,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/59923/detail,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240580/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/e90c2e564ccba5ea923ace2322226f31,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/75ce354393f2d53f4606e3ae468a1504,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/69335c65444d8b8bc1246cec9ccdb8c5,1
pos-fr.hungrypanda.co,GET,/api/pos/v1/open/order/931845633724878015371/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6282470837045748061151/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/648349080784776285455/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/976477993,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/976956969/basic,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084524351212322816,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082701619866103808,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083420055743574016,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/132745033754673341175/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6919423667945731213035/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/094037254714773781931/info,1
uk-gateway.hungrypanda.co,POST,/api/pos/v1/open/order/278361204744875681690/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083089873860395008,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083079396753244160,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083399847295680512,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241316/items,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084522084681744384,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/7adea762ca0a145d72473343a4a0c133,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/8392517847140753351218/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240189/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082255292934311936,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2016492527849700472671/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083398452540420096,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5532304957148759671961/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241339/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083398723999969280,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082259259617628160,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241312/items,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/706464694714478195662/phone_number,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/1088644097642761131615/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083382296341458944,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/task/invitation/251585529/1969/shop/goods/template/detail,1
uk-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/20372,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082248970532737024,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/1500/basic,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/623218202754274733407/phone_number,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/9002407847147702002419/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083377196082757632,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082694937790377984,1
0.006,GET,/api/user/miniApp/share,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2515592107443717462901/info,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083060608064106496,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/9307457207348775402412/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/4430356087346743561737/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083395425486057472,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239382/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083636811271581696,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/288145856734879852533/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/24919/task/todo,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/763204106,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/3ae26a25b716a20844b206174209466e,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/298843087734878245920/info,1
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/513325932,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/1901483437744751321915/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083691013679165440,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084466791499268096,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8397357997148759801768/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083044280232411136,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/954075030,1
admin-uk.hungrypanda.co,POST,/admin/merchant/saveEditShopEvaluation.htm,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/233884552/basic,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7150641377944703161970/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7011521347642777014301/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083817157282070528,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239390/items,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082346256076034048,1
uk-gateway.hungrypanda.co,OPTIONS,/api/deliveryFee/increase/price/config/addAndUpdate,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/0e84adac775c5c3c3511a423fbe69792,1
admin-api-uk.pandafreshmart.com,OPTIONS,/spider/product/pageList,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/600748714/task/todo,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/9740/visit/page,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242122/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241699/items,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/c18bc81887c65d856a689732610b2c3a,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/437be8945bdc18e670884999f6445d28,1
uk-gateway.hungrypanda.co,GET,/api/bdm/shop/visit/59597/detail,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239439/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239769/items,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/595829374794375438430/self_delivery_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/3050006247247736261538/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083100754411073536,1
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/activity/discount/getTags,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/6ec84f6ec480c44125eff76811c4695e,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/task/invitation/1987/following-shop/page,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/private-shop/9784/detail,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082687890324115456,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/19572/visit/page,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/d59c4e8f5082584869a231b66eb56019,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082017403562545152,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239924/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083688062363729920,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/9744/quotaInvestment/list,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/572072334,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/5085406707947758901454/accept,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/04a3d46f48b642d3b7be47900a3f5425,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/781272114,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/3253136257147779102009/food_ready_to_complete,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/e2097874bd69f30d63f5e61e9300a572,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/458132733/visit/page,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5946006677444735821971/info,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/729711635,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082292009028472832,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/015a62a12fb4a99cb8d64d811e1edddb,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082005678334930944,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082323277400764416,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084519593827205120,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084160963600809984,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/27571949,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/76236573713b81a3908775ba469d5bfc,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/shop/741497666/business_status,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081999607260696576,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081982047177404416,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/visit/55464/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082713751227723776,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1082640882731712512/1980135,1
uk-gateway.hungrypanda.co,GET,/api/sa/operation/plan/23126,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/visit/61202/detail,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/749923913/basic,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/855344488/basic,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/682478053/task/todo,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/469201603,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/222057589,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/621244055764873430336/accept,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1083041054010855424/836682,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083401044863561728,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083399307878825984,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081956913104736256,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/0679000537540767311580/food_ready_to_complete,1
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/indexModule/countryConfiguration/shopList/detail/list,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/4969118357243729661690/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082344420069789696,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083405102792146944,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083402622207078400,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083398441123524608,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082368934236909568,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082348283588378624,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2916471887748754452664/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084512594617774080,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/20347/basic,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/52c6b936594976d617241bce1ef34a89,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083393216400666624,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/105910832714271957202/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082300599486902272,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1081963006173900800,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083720713699164160,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083397110954536960,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/412356453/visit/page,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/5354666717542769232009/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/800055440744872181857/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/614723514/basic,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/911165013/shop/limit/get,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/3298550397644717073201/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084161564980117504,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/9383467717241710191543/info,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/1698/basic,1
uk-gateway.hungrypanda.co,GET,/api/sa/operation/plan/23348,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/1451114607949730871676/accept,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/21ae58d2b4a134d52f512020cfa1d16b,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082317375382147072,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082316434934853632,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/c32c2b1cd6fcdaaab8d41706640f49d9,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082290541936431104,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084199447147130880,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084127246308179968,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/2772b0056012e6aba05afeb1aa55a8b9,1
